"optionid","secid","d","expiry","id_callput","id_strike","bid","ask","p","volume","open_interest","iv","delta","gamma","vega","theta","cfadj","hedge_err","id_atm","id_delta","days","moneyness","spot"
"32921443","103823","2009-01-02","2010-01-16","C","100.00000","6.4500000000000002","6.75","6.5999999999999996","30","4168","0.30321199999999998","0.39580500000000002","1.3971000000000001E-2","34.577289999999998","-5.5998349999999997","1","","-1","40","262","1.1086474501108647","90.200000000000003"
"32921443","103823","2009-01-05","2010-01-16","C","100.00000","5.9500000000000002","6.4000000000000004","6.1750000000000007","64","4170","0.29871500000000001","0.38337100000000002","0.014203","33.97974","-5.4336399999999996","1","","-1","40","261","1.1148272017837235","89.700000000000003"
"32921443","103823","2009-01-06","2010-01-16","C","100.00000","6.25","6.5499999999999998","6.4000000000000004","131","4200","0.30066300000000001","0.39074199999999998","1.4142999999999999E-2","34.240810000000003","-5.5307560000000002","1","","-1","40","260","1.1092623405435384","90.150000000000006"
"32921443","103823","2009-01-07","2010-01-16","C","100.00000","5.5499999999999998","5.8499999999999996","5.6999999999999993","48","4292","0.307284","0.361429","1.3868999999999999E-2","32.445129999999999","-5.3409009999999997","1","","-1","40","259","1.1381743683132255","87.859999999999999"
"32921443","103823","2009-01-08","2010-01-16","C","100.00000","5.2999999999999998","5.6500000000000004","5.4749999999999996","135","4271","0.30599700000000002","0.35343799999999997","0.013908","32.002749999999999","-5.2436059999999998","1","","-1","40","258","1.1437721605856113","87.430000000000007"
"32921443","103823","2009-01-09","2010-01-16","C","100.00000","4.7999999999999998","5.1500000000000004","4.9749999999999996","3","4186","0.305705","0.33339299999999999","1.3839000000000001E-2","30.963059999999999","-5.0224060000000001","1","","-1","30","257","1.1609008590666356","86.140000000000001"
"32921443","103823","2009-01-12","2010-01-16","C","100.00000","4.5499999999999998","4.9000000000000004","4.7249999999999996","1","4186","0.31425999999999998","0.31966","1.3480000000000001E-2","29.765999999999998","-4.9807329999999999","1","","-1","30","256","1.1793843613633683","84.790000000000006"
"32921443","103823","2009-01-13","2010-01-16","C","100.00000","4.2999999999999998","4.6500000000000004","4.4749999999999996","3","4185","0.31024200000000002","0.31072499999999997","1.3568999999999999E-2","29.30321","-4.8459409999999998","1","","-1","30","255","1.1845534233593935","84.420000000000002"
"32921443","103823","2009-01-14","2010-01-16","C","100.00000","3.7000000000000002","4.0999999999999996","3.8999999999999999","132","4184","0.31540099999999999","0.28295700000000001","0.013141","27.200749999999999","-4.5860219999999998","1","","-1","30","254","1.2183235867446394","82.079999999999998"
"32921443","103823","2009-01-15","2010-01-16","C","100.00000","3.75","4.1500000000000004","3.9500000000000002","124","4181","0.30196699999999999","0.29313499999999998","0.013837","27.943770000000001","-4.4679890000000002","1","","-1","30","253","1.2168410805548795","82.180000000000007"
"32921443","103823","2009-01-16","2010-01-16","C","100.00000","3.7999999999999998","4.2000000000000002","4","36","4162","0.297678","0.297761","1.4089000000000001E-2","28.260739999999998","-4.4671200000000004","1","","-1","30","252","1.2093360744951023","82.689999999999998"
"32921443","103823","2009-01-20","2010-01-16","C","100.00000","3.25","3.6000000000000001","3.4249999999999998","33","4198","0.31297799999999998","0.26474500000000001","0.013247","25.568439999999999","-4.2581759999999997","1","","-1","30","251","1.2592872434202242","79.409999999999997"
"32921443","103823","2009-01-21","2010-01-16","C","100.00000","3.5499999999999998","3.8999999999999999","3.7249999999999996","238","4231","0.29389799999999999","0.28681600000000002","0.014185","27.56325","-4.361281","1","","-1","30","250","1.2159533073929962","82.239999999999995"
"32921443","103823","2009-01-22","2010-01-16","C","100.00000","3.1000000000000001","3.5","3.2999999999999998","91","4147","0.28995100000000001","0.26667400000000002","0.014081","26.128910000000001","-4.0956340000000004","1","","-1","30","249","1.2321340561853129","81.159999999999997"
"32921443","103823","2009-01-23","2010-01-16","C","100.00000","2.9500000000000002","3.25","3.1000000000000001","106","4154","0.28886000000000001","0.25651000000000002","1.3979999999999999E-2","25.404399999999999","-3.9796740000000002","1","","-1","30","248","1.2419274714356683","80.519999999999996"
"32921443","103823","2009-01-26","2010-01-16","C","100.00000","2.9700000000000002","3.2000000000000002","3.085","116","4185","0.28381099999999998","0.25796799999999998","0.014232","25.535520000000002","-3.9710380000000001","1","","-1","30","247","1.2335019119279635","81.069999999999993"
"32921443","103823","2009-01-27","2010-01-16","C","100.00000","3","3.2000000000000002","3.1000000000000001","160","4236","0.280665","0.26009100000000002","0.0144","25.765509999999999","-3.9647009999999998","1","","-1","30","246","1.22684333210649","81.510000000000005"
"32921443","103823","2009-01-28","2010-01-16","C","100.00000","3.2000000000000002","3.5","3.3500000000000001","5","4339","0.26833600000000002","0.27914600000000001","0.015226","27.414919999999999","-4.0502469999999997","1","","-1","30","245","1.1950429617944764","83.679000000000002"
"32921443","103823","2009-01-29","2010-01-16","C","100.00000","2.7400000000000002","3.0499999999999998","2.895","2","4343","0.27298099999999997","0.25176700000000002","1.4590000000000001E-2","25.285769999999999","-3.8131840000000001","1","","-1","30","244","1.2265423770391266","81.530000000000001"
"32921443","103823","2009-01-30","2010-01-16","C","100.00000","2.5099999999999998","2.7999999999999998","2.6549999999999998","0","4345","0.27734999999999999","0.23624700000000001","0.014137","23.985230000000001","-3.6955969999999998","1","","-1","20","243","1.2487512487512489","80.079999999999998"
"32921443","103823","2009-02-02","2010-01-16","C","100.00000","2.2000000000000002","2.4300000000000002","2.3150000000000004","89","4345","0.27132800000000001","0.21764","0.013991","22.649180000000001","-3.4378220000000002","1","","-1","20","242","1.2607160867372669","79.319999999999993"
"32921443","103823","2009-02-03","2010-01-16","C","100.00000","2.3199999999999998","2.5499999999999998","2.4349999999999996","45","4431","0.264268","0.227962","0.014532","23.547180000000001","-3.5037150000000001","1","","-1","20","241","1.240233163834801","80.629999999999995"
