"optionid","secid","d","expiry","id_callput","id_strike","bid","ask","p","volume","open_interest","iv","delta","gamma","vega","theta","cfadj","hedge_err","id_atm","id_delta","days","moneyness","spot"
"32921442","103823","2009-01-02","2010-01-16","C","90.00000","10.9","11.15","11.025","1","2616","0.32858599999999999","0.53864299999999998","0.013426","35.228940000000001","-6.3804610000000004","1","","1","50","262","0.99778270509977829","90.200000000000003"
"32921442","103823","2009-01-05","2010-01-16","C","90.00000","10.300000000000001","10.75","10.525","35","2617","0.32439499999999999","0.52960300000000005","0.013788","34.986930000000001","-6.2763090000000004","1","","-1","50","261","1.0033444816053512","89.700000000000003"
"32921442","103823","2009-01-06","2010-01-16","C","90.00000","10.550000000000001","11.1","10.824999999999999","28","2637","0.32664599999999999","0.53612000000000004","1.3638000000000001E-2","35.057519999999997","-6.349615","1","","1","50","260","0.99833610648918458","90.150000000000006"
"32921442","103823","2009-01-07","2010-01-16","C","90.00000","9.5999999999999996","9.9499999999999993","9.7749999999999986","11","2618","0.33275100000000002","0.50482899999999997","1.3773000000000001E-2","34.288229999999999","-6.266254","1","","-1","50","259","1.024356931481903","87.859999999999999"
"32921442","103823","2009-01-08","2010-01-16","C","90.00000","9.3499999999999996","9.6999999999999993","9.5249999999999986","8","2609","0.33281500000000003","0.49812600000000001","0.013856","34.09599","-6.222232","1","","-1","50","258","1.02939494452705","87.430000000000007"
"32921442","103823","2009-01-09","2010-01-16","C","90.00000","8.6500000000000004","8.9000000000000004","8.7750000000000004","0","2613","0.33112599999999998","0.47774","0.014126","33.540880000000001","-6.0521520000000004","1","","-1","50","257","1.0448107731599721","86.140000000000001"
"32921442","103823","2009-01-12","2010-01-16","C","90.00000","8.1999999999999993","8.5999999999999996","8.3999999999999986","22","2613","0.34152700000000003","0.46146300000000001","0.013894","32.840589999999999","-6.0938489999999996","1","","-1","50","256","1.0614459252270314","84.790000000000006"
"32921442","103823","2009-01-13","2010-01-16","C","90.00000","7.9500000000000002","8.25","8.0999999999999996","9","2608","0.33812999999999999","0.45429799999999998","0.014085","32.60913","-6.0051290000000002","1","","-1","50","255","1.0660980810234542","84.420000000000002"
"32921442","103823","2009-01-14","2010-01-16","C","90.00000","7","7.3499999999999996","7.1749999999999998","369","2617","0.34239399999999998","0.42236000000000001","0.014088","31.284549999999999","-5.8228590000000002","1","","-1","40","254","1.0964912280701755","82.079999999999998"
"32921442","103823","2009-01-15","2010-01-16","C","90.00000","7.1500000000000004","7.5499999999999998","7.3499999999999996","16","2698","0.32891199999999998","0.43813099999999999","1.4564000000000001E-2","31.895620000000001","-5.6152189999999997","1","","-1","40","253","1.0951569724993915","82.180000000000007"
"32921442","103823","2009-01-16","2010-01-16","C","90.00000","7.25","7.6500000000000004","7.4500000000000002","43","2694","0.323932","0.44495899999999999","0.014785","32.165129999999998","-5.5867509999999996","1","","-1","40","252","1.0884024670455921","82.689999999999998"
"32921442","103823","2009-01-20","2010-01-16","C","90.00000","6.2000000000000002","6.6500000000000004","6.4250000000000007","357","2692","0.338445","0.40309800000000001","0.014499","30.129020000000001","-5.4786159999999997","1","","-1","40","251","1.1333585190782018","79.409999999999997"
"32921442","103823","2009-01-21","2010-01-16","C","90.00000","6.9000000000000004","7.25","7.0750000000000002","448","2652","0.31985799999999998","0.43557899999999999","0.015086","31.68197","-5.5345240000000002","1","","-1","40","250","1.0943579766536966","82.239999999999995"
"32921442","103823","2009-01-22","2010-01-16","C","90.00000","6.3499999999999996","6.6500000000000004","6.5","286","2775","0.31704300000000002","0.41670000000000001","0.015306","30.951450000000001","-5.3601900000000002","1","","-1","40","249","1.1089206505667817","81.159999999999997"
"32921442","103823","2009-01-23","2010-01-16","C","90.00000","6","6.4000000000000004","6.2000000000000002","36","2868","0.31601800000000002","0.40626499999999999","1.5396999999999999E-2","30.483820000000001","-5.2839749999999999","1","","-1","40","248","1.1177347242921014","80.519999999999996"
"32921442","103823","2009-01-26","2010-01-16","C","90.00000","6","6.3499999999999996","6.1749999999999998","40","2893","0.30904500000000001","0.40958800000000001","1.5734000000000001E-2","30.60913","-5.2476200000000004","1","","-1","40","247","1.1101517207351672","81.069999999999993"
"32921442","103823","2009-01-27","2010-01-16","C","90.00000","6.0499999999999998","6.2999999999999998","6.1749999999999998","66","2878","0.30396899999999999","0.41252899999999998","1.5970999999999999E-2","30.79607","-5.2003719999999998","1","","-1","40","246","1.1041589988958409","81.510000000000005"
"32921442","103823","2009-01-28","2010-01-16","C","90.00000","6.5999999999999996","6.9000000000000004","6.75","41","2930","0.29305300000000001","0.44103100000000001","1.6389999999999998E-2","31.999140000000001","-5.2474790000000002","1","","-1","40","245","1.0755386656150288","83.679000000000002"
"32921442","103823","2009-01-29","2010-01-16","C","90.00000","5.75","6.2000000000000002","5.9749999999999996","2","2494","0.29776799999999998","0.40860600000000002","1.6303999999999999E-2","30.6494","-5.1143190000000001","1","","-1","40","244","1.103888139335214","81.530000000000001"
"32921442","103823","2009-01-30","2010-01-16","C","90.00000","5.2999999999999998","5.7000000000000002","5.5","81","2492","0.30080299999999999","0.38786900000000002","0.016208","29.67794","-5.0303589999999998","1","","-1","40","243","1.1238761238761239","80.079999999999998"
"32921442","103823","2009-02-02","2010-01-16","C","90.00000","4.8499999999999996","5.1500000000000004","5","3","2501","0.294821","0.37008000000000002","0.016527","28.8794","-4.8409009999999997","1","","-1","40","242","1.1346444780635403","79.319999999999993"
"32921442","103823","2009-02-03","2010-01-16","C","90.00000","5.2000000000000002","5.5","5.3499999999999996","32","2498","0.29026299999999999","0.38812099999999999","1.6782999999999999E-2","29.73085","-4.9294700000000002","1","","-1","40","241","1.1162098474513209","80.629999999999995"
"32921442","103823","2009-02-04","2010-01-16","C","90.00000","4.7999999999999998","5","4.9000000000000004","0","2488","0.28770400000000002","0.369728","1.6903999999999999E-2","28.91377","-4.7587120000000001","1","","-1","40","240","1.1293763332915046","79.689999999999998"
